words,tags_encoding
"['总', '部', '设', '在', '美', '国', '的', '著', '名', '多', '媒', '体', '软', '件', '公', '司', 'A', 'd', 'o', 'b', 'e', '希', '望', '借', '助', '数', '字', '媒', '体', '和', '出', '版', '平', '台', '增', '长', '的', '趋', '势', '来', '扩', '大', '业', '务']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['但', 'A', 'd', 'o', 'b', 'e', '依', '托', '于', '大', '量', '物', '理', '服', '务', '器', '的', '现', '有', 'I', 'T', '基', '础', '架', '构', '对', '新', '业', '务', '的', '响', '应', '速', '度', '慢']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['已', '经', '限', '制', '了', 'A', 'd', 'o', 'b', 'e', '的', '业', '务', '扩', '展', '需', '求']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['C', 'h', 'o', 'm', 'p', '创', '建', '于', '2', '0', '1', '0', '年']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['最', '初', '仅', '针', '对', '苹', '果', 'A', 'p', 'p', '', 'S', 't', 'o', 'r', 'e', '商', '店', '开', '展', '业', '务']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['2', '0', '1', '1', '年', '又', '将', '其', '服', '务', '范', '围', '延', '伸', '至', '', '谷', '歌', '', 'A', 'n', 'd', 'r', 'o', 'i', 'd', '平', '台']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['T', 'e', 'c', 'h', 'C', 'r', 'u', 'n', 'c', 'h', '称']","['B_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'E_person_name', 'O']"
"['C', 'h', 'o', 'm', 'p', '此', '前', '已', '获', '得', '2', '5', '0', '万', '美', '元', '资', '金', '援', '助']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['其', '天', '使', '投', '资', '人', '包', '括', '罗', '恩', '·', '康', '维', '(', 'R', 'o', 'n', '', 'C', 'o', 'n', 'w', 'a', 'y', ')', '等']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'E_person_name', 'O', 'B_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'E_person_name', 'O', 'O']"
"['美', '国', '社', '交', '新', '闻', '网', '站', 'D', 'i', 'g', 'g', '创', '始', '人', '凯', '文', '·', '罗', '斯', '(', 'K', 'e', 'v', 'i', 'n', '', 'R', 'o', 's', 'e', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'E_person_name', 'O', 'B_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'E_person_name', 'O']"
"['美', '国', '演', '员', '阿', '什', '顿', '·', '库', '彻', '(', 'A', 's', 'h', 't', 'o', 'n', '', 'K', 'u', 't', 'c', 'h', 'e', 'r', ')', '等', '人', '为', 'C', 'h', 'o', 'm', 'p', '顾', '问']","['O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'E_person_name', 'O', 'B_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['C', 'h', 'o', 'm', 'p', '目', '前', '员', '工', '量', '为', '2', '0', '名', '左', '右']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['这', '些', '员', '工', '都', '将', '加', '盟', '苹', '果']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['对', '于', '苹', '果', '已', '收', '购', 'C', 'h', 'o', 'm', 'p', '的', '报', '道']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['C', 'h', 'o', 'm', 'p', '拒', '加', '置', '评']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['苹', '果', '亦', '尚', '未', '就', '此', '发', '表', '评', '论']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['来', '源', '：', '腾', '讯', '科', '技', '', '文', '：', '中', '涛']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'E_person_name']"
"['[', '太', '开', '心', ']', '开', '心', '购', '物', '网', '推', '荐', '[', '围', '观', ']', '【', 'i', 'd', 'f', 'i', 'x', '旗', '舰', '店', '】', '主', '营', '新', '品', ',', '', 't', '恤', ',', '半', '身', '裙', ',', 'i', 'd', '.', 'f', 'i', 'x', ',', '', 'i', 'd', 'f', ',', '', 'o', 'l', ',', '长', '袖', ',', '春', '春', '装', ',', '纯', '色', ',', '翻', '领', ',', '蕾', '丝', ',', '女', '式', '连', '衣', '裙', ',', '秋', '秋', '冬', '冬', '装', ',', '秋', '秋', '装', ',', '时', '尚', ',', '外', '套', ',', '无', '袖', ',', '夏', '夏', '装', ',', '新', '款', '共', '有', '宝', '贝', '3', '2', '7', '件']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[', '给', '力', ']', '=', '=', '>', 'h', 't', 't', 'p']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['型', '号', '为', 'E', '1', '6', '4', '9', 'F', 'W', 'U', '的', '', '供', '电', '1', '6', '英', '寸', '液', '晶', '', '首', '次', '亮', '相', '是', '再', '今', '年', '6', '月', '份', '召', '开', '的', 'C', 'E', 'A', '', '上']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['马', '上', '要', '到', '来', '得', '十', '月', '份']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'O', 'C', '正', '式', '在', '海', '外', '市', '场', '推', '出', '这', '款', '新', '型', '显', '示', '器']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['E', '1', '6', '4', '9', 'F', 'W', 'U', '非', '常', '便', '携']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['亮', '度', '为', '2', '5', '0', '', 'c', 'd', '', '平', '米']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['此', '款', '显', '示', '器', '无', '疑', '是', 'A', 'O', 'C', '在', '产', '品', '便', '携', '性', '的', '一', '种', '尝', '试']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['完', '成', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '给', '大', '家', '看', '看', '', '今', '天', '吕', '小', '珊', '要', '交', '大', '家', '', '新', '手', '也', '可', '以', '简', '单', '上', '手', '!', '!', '!', '', '上', '学', '也', '不', '会', '觉', '得', '奇', '怪', '的', '妆', '感', '喔', '^', '^', '', '大', '家', '加', '油', '喔', '~', '~', '!', '!', '!', '!', '!', '你', '的', '喜', '欢', '', '会', '是', '吕', '小', '珊', '', '最', '你', '的', '喜', '欢', '', '会', '是', '吕', '小', '珊', '', '最', '大', '的', '动', '力', '唷', '~', '~', '!', '!', '!', '', '谢', '谢', '大', '家', '~', '~', '', '大', '的', '动', '力', '唷', '~', '~', '!', '!', '!', '', '谢', '谢', '大', '家', '~', '~']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['三', '星', '官', '网', '上', '也', '能', '搜', '索', '到', '一', '系', '列', '以', '', 'S', 'M', '', '为', '前', '缀', '的', '新', '产', '品', '代', '号']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['分', '别', '为', '', 'S', 'M', '-', 'T', '2', '1', '0']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['S', 'M', 'T', '2', '1', '0', 'R']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['S', 'M', '-', 'T', '2', '1', '0', 'X']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['S', 'M', '-', 'T', '2', '1', '1']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['S', 'M', '-', 'T', '2', '1', '5']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['S', 'M', '-', 'T', '3', '1', '0']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['S', 'M', '-', 'T', '3', '1', '0']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['S', 'M', '-', 'T', '3', '1', '0', 'X']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['S', 'M', '-', 'T', '3', '1', '1']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['S', 'M', '-', 'T', '3', '1', '2', '', 'a', 'n', 'd', '', 'S', 'M', '-', 'T', '3', '1', '5']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['这', '意', '味', '三', '星', '将', '会', '推', '出', '许', '多', '全', '新', '平', '板', '产', '品']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['外', '站', '', 'P', 'h', 'o', 'n', 'e', '・', 'A', 'r', 'e', 'a', 'n', '', '表', '示']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['【', 'C', 'N', 'W', '.', 'c', 'o', 'm', '.', 'c', 'n', '独', '家', '译', '稿', '】', '北', '京', '时', '间', '4', '月', '9', '日', '消', '息']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['惠', '普', '新', '近', '高', '调', '研', '发', '的', '低', '功', '耗', 'M', 'o', 'o', 'n', 's', 'h', 'o', 't', '服', '务', '器', '昨', '日', '终', '于', '走', '出', '实', '验', '室']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['在', '美', '国', '和', '加', '拿', '大', '的', '起', '步', '售', '价', '为', '6', '1', '8', '7', '5', '美', '元']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['·', '', '年', '人', '民', '币', '存', '款', '增', '加', '', '万', '亿', '元', '', '外', '币', '存', '款', '增', '加', '', '亿', '美', '元', '', '\\', 'n', '\\', 'n', '', '', '', '', '', '年', '末', '', '本', '外', '币', '存', '款', '余', '额', '', '万', '亿', '元', '', '同', '比', '增', '长', '', '%', '', '人', '民', '币', '存', '款', '余', '额', '', '万', '亿', '元', '', '同', '比', '增', '长', '', '%', '', '比', '', '月', '末', '高', '', '个', '百', '分', '点', '', '比', '上', '年', '末', '低', '', '个', '百', '分', '点', '', '全', '年', '人', '民', '币', '存', '款', '增', '加', '', '万', '亿', '元', '', '同', '比', '少', '增', '', '万', '亿', '元', '', '其', '中', '', '住', '户', '存', '款', '增', '加', '', '万', '亿', '元', '', '非', '金', '融', '企', '业', '存', '款', '增', '加', '', '万', '亿', '元', '', '财', '政', '性', '存', '款', '减', '少', '', '亿', '元', '', '月', '份', '', '人', '民', '币', '存', '款', '增', '加', '', '万', '亿', '元', '', '同', '比', '多', '增', '', '亿', '元', '', '年', '末', '外', '币', '存', '款', '余', '额', '', '亿', '美', '元', '', '同', '比', '增', '长', '', '%', '', '全', '年', '外', '币', '存', '款', '增', '加', '', '亿', '美', '元', '\\', 'n', '\\', 'n', '·', '银', '率', '网', '点', '评', '', '\\', 'n', '\\', 'n', '', '', '', '', '', '万', '亿']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['这', '个', '数', '字', '无', '疑', '要', '比', '', '年', '的', '', '万', '亿', '和', '', '年', '的', '', '万', '亿', '减', '少', '了', '很', '多', '', '基', '本', '上', '达', '到', '了', '', '年', '初', '国', '家', '制', '定', '的', '信', '贷', '计', '划', '', '也', '从', '很', '大', '程', '度', '上', '帮', '助', '越', '走', '越', '高', '的', 'C', 'P', 'I', '降', '了', '温', '', '但', '是', '信', '贷', '紧', '缩', '毕', '竟', '是', '暂', '时', '的', '', '在', '今', '年', '年', '初', '', '国', '务', '院', '总', '理', '温', '家', '宝', '曾', '表', '示', '', '年', '将', '对', '稳', '健', '货', '币', '政', '策', '因', '时', '因', '势', '进', '行', '预', '调', '微', '调', '', '要', '有', '紧', '有', '松', '', '有', '保', '有', '压', '\\', 'n', '\\', 'n']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
